network,autonomous_system_number,autonomous_system_organization
24.188.190.215/32,6128,CABLE-NET-1
24.188.190.216/29,6128,CABLE-NET-1
24.188.190.224/27,6128,CABLE-NET-1
24.188.191.0/24,6128,CABLE-NET-1
24.188.192.0/18,6128,CABLE-NET-1
24.189.0.0/18,6128,CABLE-NET-1
24.189.64.0/22,6128,CABLE-NET-1
24.189.68.0/26,6128,CABLE-NET-1
24.189.68.64/27,6128,CABLE-NET-1
24.189.68.96/29,6128,CABLE-NET-1
24.189.68.105/32,6128,CABLE-NET-1
24.189.68.106/31,6128,CABLE-NET-1
24.189.68.108/30,6128,CABLE-NET-1
24.189.68.112/28,6128,CABLE-NET-1
24.189.68.128/25,6128,CABLE-NET-1
24.189.69.0/24,6128,CABLE-NET-1
24.189.70.0/23,6128,CABLE-NET-1
24.189.72.0/21,6128,CABLE-NET-1
24.189.80.0/20,6128,CABLE-NET-1
24.189.96.0/19,6128,CABLE-NET-1
24.189.128.0/17,6128,CABLE-NET-1
24.190.0.0/20,6128,CABLE-NET-1
24.190.16.0/23,6128,CABLE-NET-1
24.190.18.0/25,6128,CABLE-NET-1
24.190.18.128/26,6128,CABLE-NET-1
24.190.18.192/27,6128,CABLE-NET-1
24.190.18.224/29,6128,CABLE-NET-1
24.190.18.233/32,6128,CABLE-NET-1
24.190.18.234/31,6128,CABLE-NET-1
24.190.18.236/30,6128,CABLE-NET-1
24.190.18.240/28,6128,CABLE-NET-1
24.190.19.0/24,6128,CABLE-NET-1
24.190.20.0/22,6128,CABLE-NET-1
24.190.24.0/21,6128,CABLE-NET-1
24.190.32.0/19,6128,CABLE-NET-1
24.190.64.0/18,6128,CABLE-NET-1
24.190.128.0/18,6128,CABLE-NET-1
24.190.192.0/24,6128,CABLE-NET-1
24.190.193.0/29,6128,CABLE-NET-1
24.190.193.8/31,6128,CABLE-NET-1
24.190.193.11/32,6128,CABLE-NET-1
24.190.193.12/30,6128,CABLE-NET-1
24.190.193.16/28,6128,CABLE-NET-1
24.190.193.32/27,6128,CABLE-NET-1
24.190.193.64/26,6128,CABLE-NET-1
24.190.193.128/25,6128,CABLE-NET-1
24.190.194.0/23,6128,CABLE-NET-1
24.190.196.0/22,6128,CABLE-NET-1
24.190.200.0/22,6128,CABLE-NET-1
24.190.204.0/23,6128,CABLE-NET-1
24.190.206.0/25,6128,CABLE-NET-1
24.190.206.128/26,6128,CABLE-NET-1
24.190.206.192/27,6128,CABLE-NET-1
24.190.206.224/29,6128,CABLE-NET-1
24.190.206.232/30,6128,CABLE-NET-1
24.190.206.236/31,6128,CABLE-NET-1
24.190.206.238/32,6128,CABLE-NET-1
24.190.206.240/28,6128,CABLE-NET-1
24.190.207.0/24,6128,CABLE-NET-1
24.190.208.0/20,6128,CABLE-NET-1
24.190.224.0/22,6128,CABLE-NET-1
24.190.228.0/23,6128,CABLE-NET-1
24.190.230.0/26,6128,CABLE-NET-1
24.190.230.64/29,6128,CABLE-NET-1
24.190.230.72/30,6128,CABLE-NET-1
24.190.230.76/32,6128,CABLE-NET-1
24.190.230.78/31,6128,CABLE-NET-1
24.190.230.80/28,6128,CABLE-NET-1
24.190.230.96/27,6128,CABLE-NET-1
24.190.230.128/25,6128,CABLE-NET-1
24.190.231.0/24,6128,CABLE-NET-1
24.190.232.0/24,6128,CABLE-NET-1
24.190.233.0/32,6128,CABLE-NET-1
24.190.233.2/31,6128,CABLE-NET-1
24.190.233.4/30,6128,CABLE-NET-1
24.190.233.8/29,6128,CABLE-NET-1
24.190.233.16/28,6128,CABLE-NET-1
24.190.233.32/27,6128,CABLE-NET-1
24.190.233.64/26,6128,CABLE-NET-1
24.190.233.128/25,6128,CABLE-NET-1
24.190.234.0/23,6128,CABLE-NET-1
24.190.236.0/22,6128,CABLE-NET-1
24.190.240.0/20,6128,CABLE-NET-1
24.191.0.0/18,6128,CABLE-NET-1
24.191.64.0/20,6128,CABLE-NET-1
24.191.80.0/22,6128,CABLE-NET-1
24.191.84.0/23,6128,CABLE-NET-1
24.191.86.0/25,6128,CABLE-NET-1
24.191.86.128/27,6128,CABLE-NET-1
24.191.86.160/28,6128,CABLE-NET-1
24.191.86.176/31,6128,CABLE-NET-1
24.191.86.179/32,6128,CABLE-NET-1
24.191.86.180/30,6128,CABLE-NET-1
24.191.86.184/29,6128,CABLE-NET-1
24.191.86.192/26,6128,CABLE-NET-1
24.191.87.0/24,6128,CABLE-NET-1
24.191.88.0/21,6128,CABLE-NET-1
24.191.96.0/19,6128,CABLE-NET-1
24.191.128.0/18,6128,CABLE-NET-1
24.191.192.0/20,6128,CABLE-NET-1
24.191.208.0/24,6128,CABLE-NET-1
24.191.209.0/25,6128,CABLE-NET-1
24.191.209.128/26,6128,CABLE-NET-1
24.191.209.192/28,6128,CABLE-NET-1
24.191.209.208/29,6128,CABLE-NET-1
24.191.209.216/30,6128,CABLE-NET-1
24.191.209.220/31,6128,CABLE-NET-1
24.191.209.222/32,6128,CABLE-NET-1
24.191.209.224/27,6128,CABLE-NET-1
24.191.210.0/23,6128,CABLE-NET-1
24.191.212.0/22,6128,CABLE-NET-1
24.191.216.0/21,6128,CABLE-NET-1
24.191.224.0/19,6128,CABLE-NET-1
24.192.0.0/19,12083,WOW-INTERNET
24.192.32.0/22,12083,WOW-INTERNET
24.192.36.0/23,12083,WOW-INTERNET
24.192.38.0/26,12083,WOW-INTERNET
24.192.38.64/28,12083,WOW-INTERNET
24.192.38.80/31,12083,WOW-INTERNET
24.192.38.83/32,12083,WOW-INTERNET
24.192.38.84/30,12083,WOW-INTERNET
24.192.38.88/29,12083,WOW-INTERNET
24.192.38.96/27,12083,WOW-INTERNET
24.192.38.128/25,12083,WOW-INTERNET
24.192.39.0/24,12083,WOW-INTERNET
24.192.40.0/21,12083,WOW-INTERNET
24.192.48.0/20,12083,WOW-INTERNET
24.192.64.0/18,12083,WOW-INTERNET
24.192.128.0/17,12083,WOW-INTERNET
24.193.0.0/16,12271,TWC-12271-NYC
24.194.0.0/15,11351,TWC-11351-NORTHEAST
24.196.0.0/17,20115,CHARTER-20115
24.196.128.0/18,20115,CHARTER-20115
24.196.192.0/19,20115,CHARTER-20115
24.196.224.0/20,20115,CHARTER-20115
24.196.240.0/24,20115,CHARTER-20115
24.196.242.0/24,19115,CHARTER-19115-DC
24.196.244.0/22,20115,CHARTER-20115
24.196.248.0/21,20115,CHARTER-20115
24.197.0.0/17,20115,CHARTER-20115
24.197.128.0/18,20115,CHARTER-20115
24.197.192.0/25,20115,CHARTER-20115
24.197.192.128/28,20115,CHARTER-20115
24.197.192.144/30,20115,CHARTER-20115
24.197.192.148/32,20115,CHARTER-20115
24.197.192.150/31,20115,CHARTER-20115
24.197.192.152/29,20115,CHARTER-20115
24.197.192.160/27,20115,CHARTER-20115
24.197.192.192/26,20115,CHARTER-20115
24.197.193.0/24,20115,CHARTER-20115
24.197.194.0/23,20115,CHARTER-20115
24.197.196.0/22,20115,CHARTER-20115
24.197.200.0/21,20115,CHARTER-20115
24.197.208.0/20,20115,CHARTER-20115
24.197.224.0/19,20115,CHARTER-20115
24.198.0.0/16,11351,TWC-11351-NORTHEAST
24.199.0.0/20,20001,TWC-20001-PACWEST
24.199.16.0/21,20001,TWC-20001-PACWEST
24.199.24.0/22,20001,TWC-20001-PACWEST
24.199.28.0/23,33363,BHN-33363
24.199.30.0/23,20001,TWC-20001-PACWEST
24.199.32.0/22,20001,TWC-20001-PACWEST
24.199.36.0/23,33363,BHN-33363
24.199.38.0/23,20001,TWC-20001-PACWEST
24.199.40.0/21,20001,TWC-20001-PACWEST
24.199.48.0/20,20001,TWC-20001-PACWEST
24.199.64.0/18,14061,DIGITALOCEAN-ASN
24.199.128.0/18,11426,TWC-11426-CAROLINAS
24.199.192.0/20,11426,TWC-11426-CAROLINAS
24.199.208.0/21,11426,TWC-11426-CAROLINAS
24.199.216.0/23,11426,TWC-11426-CAROLINAS
24.199.218.0/24,11426,TWC-11426-CAROLINAS
24.199.219.0/24,21955,GRIFOLS
24.199.220.0/22,11426,TWC-11426-CAROLINAS
24.199.224.0/19,11426,TWC-11426-CAROLINAS
24.200.0.0/15,5769,VIDEOTRON
24.202.0.0/21,5769,VIDEOTRON
24.202.8.0/22,5769,VIDEOTRON
24.202.12.0/23,5769,VIDEOTRON
24.202.14.0/25,5769,VIDEOTRON
24.202.14.128/26,5769,VIDEOTRON
24.202.14.192/27,5769,VIDEOTRON
24.202.14.224/30,5769,VIDEOTRON
24.202.14.228/32,5769,VIDEOTRON
24.202.14.230/31,5769,VIDEOTRON
24.202.14.232/29,5769,VIDEOTRON
24.202.14.240/28,5769,VIDEOTRON
24.202.15.0/24,5769,VIDEOTRON
24.202.16.0/20,5769,VIDEOTRON
24.202.32.0/19,5769,VIDEOTRON
24.202.64.0/18,5769,VIDEOTRON
24.202.128.0/18,5769,VIDEOTRON
24.202.192.0/19,5769,VIDEOTRON
24.202.224.0/20,5769,VIDEOTRON
24.202.240.0/21,5769,VIDEOTRON
24.202.248.0/22,5769,VIDEOTRON
24.202.252.0/24,5769,VIDEOTRON
24.202.253.0/25,5769,VIDEOTRON
24.202.253.128/26,5769,VIDEOTRON
24.202.253.192/28,5769,VIDEOTRON
24.202.253.208/31,5769,VIDEOTRON
24.202.253.210/32,5769,VIDEOTRON
24.202.253.212/30,5769,VIDEOTRON
24.202.253.216/29,5769,VIDEOTRON
24.202.253.224/27,5769,VIDEOTRON
24.202.254.0/23,5769,VIDEOTRON
24.203.0.0/16,5769,VIDEOTRON
24.204.0.0/20,18834,NETWORKIP
24.204.16.0/21,18834,NETWORKIP
24.204.24.0/21,32505,DWL-MAIN
24.204.32.0/24,32505,DWL-MAIN
24.204.34.0/23,32505,DWL-MAIN
24.204.36.0/22,32505,DWL-MAIN
24.204.40.0/23,32505,DWL-MAIN
24.204.43.0/24,32505,DWL-MAIN
24.204.44.0/23,32505,DWL-MAIN
24.204.47.0/24,32505,DWL-MAIN
24.204.48.0/20,32505,DWL-MAIN
24.204.64.0/18,18834,NETWORKIP
24.204.128.0/21,18834,NETWORKIP
24.204.136.0/24,29809,NOSBGP
24.204.137.0/24,18834,NETWORKIP
24.204.138.0/23,18834,NETWORKIP
24.204.140.0/22,394320,INLNE
24.204.144.0/20,11290,CC-3272
24.204.160.0/19,11904,ATOM-MI-53-198
24.204.192.0/18,7992,COGECOWAVE
24.205.0.0/20,20115,CHARTER-20115
24.205.16.0/23,20115,CHARTER-20115
24.205.18.0/24,20115,CHARTER-20115
24.205.19.0/25,20115,CHARTER-20115
24.205.19.128/30,20115,CHARTER-20115
24.205.19.132/31,20115,CHARTER-20115
24.205.19.134/32,20115,CHARTER-20115
24.205.19.136/29,20115,CHARTER-20115
24.205.19.144/28,20115,CHARTER-20115
24.205.19.160/27,20115,CHARTER-20115
24.205.19.192/26,20115,CHARTER-20115
24.205.20.0/22,20115,CHARTER-20115
24.205.24.0/21,20115,CHARTER-20115
24.205.32.0/20,20115,CHARTER-20115
24.205.48.0/26,20115,CHARTER-20115
24.205.48.64/27,20115,CHARTER-20115
24.205.48.96/28,20115,CHARTER-20115
24.205.48.112/29,20115,CHARTER-20115
24.205.48.120/31,20115,CHARTER-20115
24.205.48.122/32,20115,CHARTER-20115
24.205.48.124/30,20115,CHARTER-20115
24.205.48.128/25,20115,CHARTER-20115
24.205.49.0/24,20115,CHARTER-20115
24.205.50.0/23,20115,CHARTER-20115
24.205.52.0/22,20115,CHARTER-20115
24.205.56.0/23,20115,CHARTER-20115
24.205.58.0/24,20115,CHARTER-20115
24.205.59.0/25,20115,CHARTER-20115
24.205.59.128/26,20115,CHARTER-20115
24.205.59.192/27,20115,CHARTER-20115
24.205.59.224/28,20115,CHARTER-20115
24.205.59.240/29,20115,CHARTER-20115
24.205.59.248/30,20115,CHARTER-20115
24.205.59.252/31,20115,CHARTER-20115
24.205.59.255/32,20115,CHARTER-20115
24.205.60.0/22,20115,CHARTER-20115
24.205.64.0/24,20115,CHARTER-20115
24.205.65.0/25,20115,CHARTER-20115
24.205.65.128/26,20115,CHARTER-20115
24.205.65.192/27,20115,CHARTER-20115
24.205.65.224/28,20115,CHARTER-20115
24.205.65.240/32,20115,CHARTER-20115
24.205.65.242/31,20115,CHARTER-20115
24.205.65.244/30,20115,CHARTER-20115
24.205.65.248/29,20115,CHARTER-20115
24.205.66.0/23,20115,CHARTER-20115
24.205.68.0/22,20115,CHARTER-20115
24.205.72.0/21,20115,CHARTER-20115
24.205.80.0/22,20115,CHARTER-20115
24.205.84.0/23,20115,CHARTER-20115
24.205.86.0/25,20115,CHARTER-20115
24.205.86.128/27,20115,CHARTER-20115
24.205.86.160/28,20115,CHARTER-20115
24.205.86.176/29,20115,CHARTER-20115
24.205.86.184/30,20115,CHARTER-20115
24.205.86.188/32,20115,CHARTER-20115
24.205.86.190/31,20115,CHARTER-20115
24.205.86.192/26,20115,CHARTER-20115
24.205.87.0/24,20115,CHARTER-20115
24.205.88.0/21,20115,CHARTER-20115
24.205.96.0/21,20115,CHARTER-20115
24.205.104.0/23,20115,CHARTER-20115
24.205.106.0/25,20115,CHARTER-20115
24.205.106.128/26,20115,CHARTER-20115
24.205.106.192/28,20115,CHARTER-20115
24.205.106.208/30,20115,CHARTER-20115
24.205.106.212/31,20115,CHARTER-20115
24.205.106.214/32,20115,CHARTER-20115
24.205.106.216/29,20115,CHARTER-20115
24.205.106.224/27,20115,CHARTER-20115
24.205.107.0/24,20115,CHARTER-20115
24.205.108.0/22,20115,CHARTER-20115
24.205.112.0/20,20115,CHARTER-20115
24.205.128.0/23,20115,CHARTER-20115
24.205.130.0/25,20115,CHARTER-20115
24.205.130.128/27,20115,CHARTER-20115
24.205.130.160/28,20115,CHARTER-20115
24.205.130.176/29,20115,CHARTER-20115
24.205.130.185/32,20115,CHARTER-20115
24.205.130.186/31,20115,CHARTER-20115
24.205.130.188/30,20115,CHARTER-20115
24.205.130.192/26,20115,CHARTER-20115
24.205.131.0/24,20115,CHARTER-20115
24.205.132.0/22,20115,CHARTER-20115
24.205.136.0/26,20115,CHARTER-20115
24.205.136.64/27,20115,CHARTER-20115
24.205.136.96/29,20115,CHARTER-20115
24.205.136.104/30,20115,CHARTER-20115
24.205.136.109/32,20115,CHARTER-20115
24.205.136.110/31,20115,CHARTER-20115
24.205.136.112/28,20115,CHARTER-20115
24.205.136.128/25,20115,CHARTER-20115
24.205.137.0/26,20115,CHARTER-20115
24.205.137.64/28,20115,CHARTER-20115
24.205.137.80/29,20115,CHARTER-20115
24.205.137.88/30,20115,CHARTER-20115
24.205.137.92/32,20115,CHARTER-20115
24.205.137.94/31,20115,CHARTER-20115
24.205.137.96/27,20115,CHARTER-20115
24.205.137.128/25,20115,CHARTER-20115
24.205.138.0/23,20115,CHARTER-20115
24.205.140.0/22,20115,CHARTER-20115
24.205.144.0/22,20115,CHARTER-20115
24.205.148.0/23,20115,CHARTER-20115
24.205.150.0/24,20115,CHARTER-20115
24.205.151.0/27,20115,CHARTER-20115
24.205.151.32/28,20115,CHARTER-20115
24.205.151.48/29,20115,CHARTER-20115
24.205.151.56/31,20115,CHARTER-20115
24.205.151.58/32,20115,CHARTER-20115
24.205.151.60/30,20115,CHARTER-20115
24.205.151.64/26,20115,CHARTER-20115
24.205.151.128/25,20115,CHARTER-20115
24.205.152.0/21,20115,CHARTER-20115
24.205.160.0/20,20115,CHARTER-20115
24.205.176.0/24,20115,CHARTER-20115
24.205.177.0/26,20115,CHARTER-20115
24.205.177.64/27,20115,CHARTER-20115
24.205.177.96/28,20115,CHARTER-20115
24.205.177.112/29,20115,CHARTER-20115
24.205.177.120/31,20115,CHARTER-20115
24.205.177.122/32,20115,CHARTER-20115
24.205.177.124/32,20115,CHARTER-20115
24.205.177.126/31,20115,CHARTER-20115
24.205.177.128/27,20115,CHARTER-20115
24.205.177.160/28,20115,CHARTER-20115
24.205.177.176/32,20115,CHARTER-20115
24.205.177.178/31,20115,CHARTER-20115
24.205.177.180/30,20115,CHARTER-20115
24.205.177.184/29,20115,CHARTER-20115
24.205.177.192/26,20115,CHARTER-20115
24.205.178.0/23,20115,CHARTER-20115
24.205.180.0/22,20115,CHARTER-20115
24.205.184.0/21,20115,CHARTER-20115
24.205.192.0/23,20115,CHARTER-20115
24.205.194.0/24,20115,CHARTER-20115
24.205.195.0/24,40534,AM-AVK-MINDEN
24.205.196.0/22,20115,CHARTER-20115
24.205.200.0/21,20115,CHARTER-20115
24.205.208.0/20,20115,CHARTER-20115
24.205.224.0/19,20115,CHARTER-20115
24.206.0.0/19,15146,CABLEBAHAMAS
24.206.32.0/19,11426,TWC-11426-CAROLINAS
24.206.64.0/19,55256,NETSKOPE
24.206.96.0/20,55256,NETSKOPE
24.206.112.0/21,55256,NETSKOPE
24.206.120.0/22,55256,NETSKOPE
24.206.124.0/23,55256,NETSKOPE
24.206.127.0/24,55256,NETSKOPE
24.206.128.0/20,19108,SUDDENLINK-COMMUNICATIONS
24.206.144.0/24,19108,SUDDENLINK-COMMUNICATIONS
24.206.145.0/25,19108,SUDDENLINK-COMMUNICATIONS
24.206.145.128/26,19108,SUDDENLINK-COMMUNICATIONS
24.206.145.192/27,19108,SUDDENLINK-COMMUNICATIONS
24.206.145.224/29,19108,SUDDENLINK-COMMUNICATIONS
24.206.145.232/30,19108,SUDDENLINK-COMMUNICATIONS
24.206.145.236/31,19108,SUDDENLINK-COMMUNICATIONS
24.206.145.239/32,19108,SUDDENLINK-COMMUNICATIONS
24.206.145.240/28,19108,SUDDENLINK-COMMUNICATIONS
24.206.146.0/24,19108,SUDDENLINK-COMMUNICATIONS
24.206.147.0/26,19108,SUDDENLINK-COMMUNICATIONS
24.206.147.64/27,19108,SUDDENLINK-COMMUNICATIONS
24.206.147.96/29,19108,SUDDENLINK-COMMUNICATIONS
24.206.147.105/32,19108,SUDDENLINK-COMMUNICATIONS
24.206.147.106/31,19108,SUDDENLINK-COMMUNICATIONS
24.206.147.108/30,19108,SUDDENLINK-COMMUNICATIONS
24.206.147.112/28,19108,SUDDENLINK-COMMUNICATIONS
24.206.147.128/25,19108,SUDDENLINK-COMMUNICATIONS
24.206.148.0/22,19108,SUDDENLINK-COMMUNICATIONS
24.206.152.0/23,19108,SUDDENLINK-COMMUNICATIONS
24.206.154.0/26,19108,SUDDENLINK-COMMUNICATIONS
24.206.154.64/29,19108,SUDDENLINK-COMMUNICATIONS
24.206.154.72/30,19108,SUDDENLINK-COMMUNICATIONS
24.206.154.76/31,19108,SUDDENLINK-COMMUNICATIONS
24.206.154.78/32,19108,SUDDENLINK-COMMUNICATIONS
24.206.154.80/28,19108,SUDDENLINK-COMMUNICATIONS
24.206.154.96/27,19108,SUDDENLINK-COMMUNICATIONS
24.206.154.128/25,19108,SUDDENLINK-COMMUNICATIONS
24.206.155.0/24,19108,SUDDENLINK-COMMUNICATIONS
24.206.156.0/22,19108,SUDDENLINK-COMMUNICATIONS
24.206.160.0/21,19108,SUDDENLINK-COMMUNICATIONS
24.206.168.0/22,19108,SUDDENLINK-COMMUNICATIONS
24.206.172.0/23,19108,SUDDENLINK-COMMUNICATIONS
24.206.174.0/24,19108,SUDDENLINK-COMMUNICATIONS
24.206.175.0/25,19108,SUDDENLINK-COMMUNICATIONS
24.206.175.128/27,19108,SUDDENLINK-COMMUNICATIONS
24.206.175.160/28,19108,SUDDENLINK-COMMUNICATIONS
24.206.175.176/30,19108,SUDDENLINK-COMMUNICATIONS
24.206.175.181/32,19108,SUDDENLINK-COMMUNICATIONS
24.206.175.182/31,19108,SUDDENLINK-COMMUNICATIONS
24.206.175.184/29,19108,SUDDENLINK-COMMUNICATIONS
24.206.175.192/26,19108,SUDDENLINK-COMMUNICATIONS
24.206.176.0/20,19108,SUDDENLINK-COMMUNICATIONS
24.206.192.0/22,19108,SUDDENLINK-COMMUNICATIONS
24.206.196.0/23,19108,SUDDENLINK-COMMUNICATIONS
24.206.198.0/24,5650,FRONTIER-FRTR
24.206.199.0/24,19108,SUDDENLINK-COMMUNICATIONS
24.206.200.0/21,19108,SUDDENLINK-COMMUNICATIONS
24.206.208.0/20,19108,SUDDENLINK-COMMUNICATIONS
24.206.224.0/19,19108,SUDDENLINK-COMMUNICATIONS
24.207.0.0/17,11260,EASTLINK-HSI
24.207.128.0/17,20115,CHARTER-20115
24.208.0.0/18,10796,TWC-10796-MIDWEST
24.208.64.0/19,10796,TWC-10796-MIDWEST
24.208.96.0/22,10796,TWC-10796-MIDWEST
24.208.100.0/22,11427,TWC-11427-TEXAS
24.208.104.0/21,10796,TWC-10796-MIDWEST
24.208.112.0/20,10796,TWC-10796-MIDWEST
24.208.128.0/20,10796,TWC-10796-MIDWEST
24.208.144.0/21,10796,TWC-10796-MIDWEST
24.208.152.0/23,10796,TWC-10796-MIDWEST
24.208.154.0/24,10796,TWC-10796-MIDWEST
24.208.155.0/25,10796,TWC-10796-MIDWEST
24.208.155.128/26,10796,TWC-10796-MIDWEST
24.208.155.192/27,10796,TWC-10796-MIDWEST
24.208.155.224/28,10796,TWC-10796-MIDWEST
24.208.155.240/31,10796,TWC-10796-MIDWEST
24.208.155.242/32,10796,TWC-10796-MIDWEST
24.208.155.244/30,10796,TWC-10796-MIDWEST
24.208.155.248/29,10796,TWC-10796-MIDWEST
24.208.156.0/22,10796,TWC-10796-MIDWEST
24.208.160.0/19,10796,TWC-10796-MIDWEST
24.208.192.0/18,10796,TWC-10796-MIDWEST
24.209.0.0/18,10796,TWC-10796-MIDWEST
24.209.64.0/23,10796,TWC-10796-MIDWEST
24.209.66.0/26,10796,TWC-10796-MIDWEST
24.209.66.64/27,10796,TWC-10796-MIDWEST
24.209.66.96/29,10796,TWC-10796-MIDWEST
24.209.66.104/30,10796,TWC-10796-MIDWEST
24.209.66.108/32,10796,TWC-10796-MIDWEST
24.209.66.110/31,10796,TWC-10796-MIDWEST
24.209.66.112/28,10796,TWC-10796-MIDWEST
24.209.66.128/25,10796,TWC-10796-MIDWEST
24.209.67.0/24,10796,TWC-10796-MIDWEST
24.209.68.0/22,10796,TWC-10796-MIDWEST
24.209.72.0/21,10796,TWC-10796-MIDWEST
24.209.80.0/20,10796,TWC-10796-MIDWEST
24.209.96.0/19,10796,TWC-10796-MIDWEST
24.209.128.0/17,10796,TWC-10796-MIDWEST
24.210.0.0/16,10796,TWC-10796-MIDWEST
24.211.0.0/19,10796,TWC-10796-MIDWEST
24.211.32.0/19,11426,TWC-11426-CAROLINAS
24.211.64.0/18,11426,TWC-11426-CAROLINAS
24.211.128.0/17,11426,TWC-11426-CAROLINAS
24.212.0.0/17,35911,BNQ-1
24.212.128.0/17,5645,TEKSAVVY
24.213.0.0/18,20115,CHARTER-20115
24.213.90.0/24,14366,MNTN
24.213.96.0/20,46687,MAXXSOUTH-BROADBAND
24.213.112.0/24,40285,NORTHLAND-CABLE
24.213.113.0/24,35986,VYVE-BROADBAND
24.213.114.0/23,40285,NORTHLAND-CABLE
24.213.116.0/23,40285,NORTHLAND-CABLE
24.213.118.0/24,35986,VYVE-BROADBAND
24.213.119.0/24,40285,NORTHLAND-CABLE
24.213.120.0/24,19108,SUDDENLINK-COMMUNICATIONS
24.213.121.0/24,35986,VYVE-BROADBAND
24.213.122.0/23,35986,VYVE-BROADBAND
24.213.124.0/23,35986,VYVE-BROADBAND
24.213.126.0/24,40285,NORTHLAND-CABLE
24.213.127.0/24,35986,VYVE-BROADBAND
24.213.128.0/19,11351,TWC-11351-NORTHEAST
24.213.160.0/20,12271,TWC-12271-NYC
24.213.176.0/21,12271,TWC-12271-NYC
24.213.184.0/21,11351,TWC-11351-NORTHEAST
24.213.192.0/18,11351,TWC-11351-NORTHEAST
24.214.0.0/18,12083,WOW-INTERNET
24.214.64.0/21,12083,WOW-INTERNET
24.214.72.0/24,12083,WOW-INTERNET
24.214.73.0/24,20412,CLARITY-TELECOM
24.214.74.0/23,12083,WOW-INTERNET
24.214.76.0/22,12083,WOW-INTERNET
24.214.80.0/20,12083,WOW-INTERNET
24.214.96.0/19,12083,WOW-INTERNET
24.214.128.0/20,6079,RCN-AS
24.214.144.0/22,12083,WOW-INTERNET
24.214.148.0/23,20412,CLARITY-TELECOM
24.214.150.0/23,11776,ATLANTICBB-JOHNSTOWN
24.214.152.0/21,11776,ATLANTICBB-JOHNSTOWN
24.214.160.0/20,11776,ATLANTICBB-JOHNSTOWN
24.214.176.0/22,11776,ATLANTICBB-JOHNSTOWN
24.214.180.0/23,11776,ATLANTICBB-JOHNSTOWN
24.214.182.0/23,20412,CLARITY-TELECOM
24.214.185.0/24,20412,CLARITY-TELECOM
24.214.186.0/24,20412,CLARITY-TELECOM
24.214.187.0/24,6079,RCN-AS
24.214.188.0/23,6079,RCN-AS
24.214.190.0/24,6079,RCN-AS
24.214.191.0/24,20412,CLARITY-TELECOM
24.214.192.0/22,11776,ATLANTICBB-JOHNSTOWN
24.214.196.0/23,11776,ATLANTICBB-JOHNSTOWN
24.214.198.0/24,11776,ATLANTICBB-JOHNSTOWN
24.214.199.0/24,20412,CLARITY-TELECOM
24.214.200.0/21,12083,WOW-INTERNET
24.214.208.0/20,12083,WOW-INTERNET
24.214.224.0/22,12083,WOW-INTERNET
24.214.228.0/24,12083,WOW-INTERNET
24.214.229.0/24,20412,CLARITY-TELECOM
24.214.230.0/23,11776,ATLANTICBB-JOHNSTOWN
24.214.232.0/21,11776,ATLANTICBB-JOHNSTOWN
24.214.240.0/24,20412,CLARITY-TELECOM
24.214.241.0/24,12083,WOW-INTERNET
24.214.242.0/23,12083,WOW-INTERNET
24.214.244.0/22,12083,WOW-INTERNET
24.214.248.0/21,12083,WOW-INTERNET
24.215.0.0/18,812,ROGERS-COMMUNICATIONS
24.215.64.0/19,11260,EASTLINK-HSI
24.215.96.0/21,11260,EASTLINK-HSI
24.215.104.0/23,11260,EASTLINK-HSI
24.215.106.0/25,11260,EASTLINK-HSI
24.215.106.128/26,11260,EASTLINK-HSI
24.215.106.192/27,11260,EASTLINK-HSI
24.215.106.224/28,11260,EASTLINK-HSI
24.215.106.240/32,11260,EASTLINK-HSI
24.215.106.242/31,11260,EASTLINK-HSI
24.215.106.244/30,11260,EASTLINK-HSI
24.215.106.248/29,11260,EASTLINK-HSI
24.215.107.0/24,11260,EASTLINK-HSI
24.215.108.0/22,11260,EASTLINK-HSI
24.215.112.0/20,11260,EASTLINK-HSI
24.215.128.0/17,16509,AMAZON-02
24.216.0.0/19,20115,CHARTER-20115
24.216.32.0/21,20115,CHARTER-20115
24.216.42.0/24,20115,CHARTER-20115
24.216.44.0/23,20115,CHARTER-20115
24.216.46.0/24,20115,CHARTER-20115
24.216.48.0/20,20115,CHARTER-20115
24.216.64.0/20,20115,CHARTER-20115
24.216.80.0/21,20115,CHARTER-20115
24.216.88.0/24,20115,CHARTER-20115
24.216.90.0/23,20115,CHARTER-20115
24.216.92.0/22,20115,CHARTER-20115
24.216.96.0/23,20115,CHARTER-20115
24.216.98.0/24,20115,CHARTER-20115
24.216.100.0/22,20115,CHARTER-20115
24.216.104.0/21,20115,CHARTER-20115
24.216.112.0/20,20115,CHARTER-20115
24.216.128.0/21,20115,CHARTER-20115
24.216.136.0/24,20115,CHARTER-20115
